"Term","Synonym","UG/GR","Section Number","Subject","Course #","Section #","Crs Level","Course Type","Reg Restrictions","Bldg","Room","Section Title","Faculty Name (LFM)","Faculty Name 2 (LFM)","Sec Start Date","Meeting Start Date","Sec End Date","Meeting End Date","Start Time","End Time","Days","Sec Num Of Weeks ","Min Cred","Max Cred","Capacity","Enr Count","Wait","Depts","Divisions","College","Faculty Last Name","Faculty First Name","Instr Method","Sun","Mon","Tue","Wed","Thu","Fri","Sat","SEC.XLIST","SEC.FEE","Primary Section ","SEC.COMMENTS","SEC.PRINTED.COMMENTS","Academic Year","Term Sort No","Only Pass/NoPass","Allow Pass/NoPass","Bldg","Room","Start Date","End Date","Start Time","Start Time 24hr","End Time","End Time 24hr"
"2023SP","3423","UG","ARTS-4613-01","ARTS","4613","01","4","STND","LEVEL","GC","GC*142","Int Des Prof Pract/Portfolio","Beauchamp, Amy Michelle","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 8:30 AM"," 10:45 AM","MW","16","3.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Beauchamp","Amy","LEC","","Y","","Y","","","","","0.00","ARTS-4613-01","","","2022","3","N","N","GC","142","2023-01-08","2023-04-27"," 8:30 AM","08:30:00"," 10:45 AM","10:45:00"
"2023SP","3427","UG","ARTS-4821-01","ARTS","4821","01","4","STND","LEVEL","TBA","TBA*TBA","Interior Design Internship","Beauchamp, Amy Michelle","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Beauchamp","Amy","INT","","","","","","","","","0.00","ARTS-4821-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3428","UG","ARTS-4822-01","ARTS","4822","01","1, 2, 3, 4","STND","LEVEL","TBA","TBA*TBA","Interior Design Internship","Beauchamp, Amy Michelle","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Beauchamp","Amy","INT","","","","","","","","","0.00","ARTS-4822-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","3429","UG","ARTS-4823-01","ARTS","4823","01","3, 4","STND","JRSTNDNG, LEVEL","TBA","TBA*TBA","Interior Design Internship","Beauchamp, Amy Michelle","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","ARDS","FPART","HBIBL (College of Humanities and Bible)","Beauchamp","Amy","INT","","","","","","","","","0.00","ARTS-4823-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","0677","UG","BIBL-1213-201","BIBL","1213","201","1","INT, GENED, NP","LEVEL, PARAPROF, WKNUR","","*","Life of Christ: Matthew","Becknell, Bethany Ann","Latorre, Mel","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","40","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIBL-1213-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0675","UG","BIBL-4813-201","BIBL","4813","201","4","NP, INT, GENED","LEVEL, WKNUR, PARAPROF","","*","SS: Reading the Bibl","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","30","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIBL-4813-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0611","UG","BIOL-1013-201","BIOL","1013","201","1","INT, GENED, COREU, T1","LEVEL, PARAPROF, WKNUR, UONLN","","*","Principles of Biology I","Becknell, Bethany Ann","Miller, Lauren R","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","BIOS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIOL-1013-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0717","UG","BIOL-1013-202","BIOL","1013","202","1","INT, GENED, COREU, NP","LEVEL, WKNUR, PARAPROF, UONLN","","*","Principles of Biology I","Becknell, Bethany Ann","","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","3.00","0.00","25","0","","BIOS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIOL-1013-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","0612","UG","BIOL-2033-201","BIOL","2033","201","2","T1, GENED, COREU, INT","LEVEL, PARAPROF, UONLN, WKNUR","","*","Nutrition","Becknell, Bethany Ann","Givens, Ruth Ann","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","30","0","","BIOS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIOL-2033-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0613","UG","BIOL-2523-201","BIOL","2523","201","2","INT, NP","LEVEL, WKNUR, PARAPROF, UONLN","","*","Anatomy and Physiology I","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","BIOS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIOL-2523-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0570","UG","BIOL-2624-201","BIOL","2624","201","2","INT, T1","LEVEL, WKNUR, PARAPROF, UONLN","","*","Principles of Microbiology","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","4.00","0.00","25","0","","BIOS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIOL-2624-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0631","UG","CHEM-1104-201","CHEM","1104","201","1","NP, GENED, COREU, INT","LEVEL, WKNUR, PARAPROF, UONLN","","*","Intro to Chemistry","Becknell, Bethany Ann","Ashley, Rachel Erin","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","4.00","0.00","30","0","","PHYSC","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","CHEM-1104-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0017","UG","EDUC-3133-66","EDUC","3133","66","4","ALCRT, NP, INT","ALT.CERT, LEVEL, SECOKENR","","*","Classroom Management","Becknell, Bethany Ann","","2023-01-30","2023-01-30","2023-02-24","2023-02-24","","","","4","3.00","0.00","25","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","EDUC-3133-66","","","2022","3","N","N","","","2023-01-30","2023-02-24","","","",""
"2023SP","9650","UG","EDUC-3133-67","EDUC","3133","67","4","INT, NP, ALCRT","ALT.CERT, LEVEL, SECOKENR","","*","Classroom Management","Becknell, Bethany Ann","","2023-03-06","2023-03-06","2023-03-31","2023-03-31","","","","4","3.00","0.00","30","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","EDUC-3133-67","","","2022","3","N","N","","","2023-03-06","2023-03-31","","","",""
"2023SP","0048","UG","EDUC-3213-201","EDUC","3213","201","3","INT, NP","2.65, LEVEL, ATE, SECOKENR, PARAPROF","","*","Learning,Inst,& Assessment","Becknell, Bethany Ann","Walker, Joseph Aubrey","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","30","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","EDUC-3213-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0719","UG","EDUC-3421-201","EDUC","3421","201","3","INT, NP","LEVEL, PARAPROF","","*","Educational Technology","Becknell, Bethany Ann","Bradshaw, Annah Marie","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","1.00","0.00","30","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","EDUC-3421-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0018","UG","EDUC-4033-66","EDUC","4033","66","4","ALCRT, INT, NP","LEVEL, ALT.CERT, SECOKENR","","*","Educational Pedagogy","Becknell, Bethany Ann","","2023-01-30","2023-01-30","2023-02-24","2023-02-24","","","","4","3.00","0.00","25","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","EDUC-4033-66","","","2022","3","N","N","","","2023-01-30","2023-02-24","","","",""
"2023SP","9967","UG","EDUC-4033-67","EDUC","4033","67","4","ALCRT, INT, NP","LEVEL, SECOKENR, ALT.CERT","","*","Educational Pedagogy","Becknell, Bethany Ann","","2023-03-06","2023-03-06","2023-03-31","2023-03-31","","","","4","3.00","0.00","30","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","EDUC-4033-67","","","2022","3","N","N","","","2023-03-06","2023-03-31","","","",""
"2023SP","0768","UG","ELEM-3233-202","ELEM","3233","202","3","INT, NP","LEVEL, PARAPROF","","*","Primary Reading","Becknell, Bethany Ann","","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","3.00","0.00","25","0","","EDUC","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","ELEM-3233-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","9971","UG","ENGL-2213-201","ENGL","2213","201","2","GENED, COREU, INT, T1","LEVEL, SECOKENR, PARAPROF, WKNUR","","*","Perspectives in Literature","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","ENGL-2213-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0769","UG","ENGL-2333-201","ENGL","2333","201","2","INT, T2","LEVEL, PARAPROF","","*","TEFL Experience","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","30","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","ENGL-2333-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0720","UG","ENGL-3723-201","ENGL","3723","201","3","INT, T1","LEVEL, PARAPROF","","*","Methods of TEFL","Becknell, Bethany Ann","Parmer, April Maria","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","30","0","","LALT","LLC","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","ENGL-3723-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0846","UG","FMST-4713-201","FMST","4713","201","4","INT, T1","LEVEL, PARAPROF","","*","Family Studies Practicum","Becknell, Bethany Ann","Knowles, Sada Ji","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","30","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","FMST-4713-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0615","UG","MATH-1223-201","MATH","1223","201","1","GENED, COREU, INT, T1","LEVEL, WKNUR, PARAPROF, UONLN","","*","Math Functions and Modeling","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","MATH","ENGCS","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","MATH-1223-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0721","UG","MATH-1223-203","MATH","1223","203","1","INT, GENED, COREU, T1","LEVEL, WKNUR, PARAPROF, UONLN","","*","Math Functions and Modeling","Becknell, Bethany Ann","","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","MATH","ENGCS","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","MATH-1223-203","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0798","UG","MATH-1803-201","MATH","1803","201","1","INT, T1","PARAPROF, LEVEL","","*","SS:Mathematics for Teachers I","Becknell, Bethany Ann","Prugh, Lindsay Amber","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","MATH","ENGCS","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","MATH-1803-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0616","UG","NURS-1011-201","NURS","1011","201","1","INT, NP","LEVEL, WKNUR","","*","Introduction to Nursing","Becknell, Bethany Ann","Steele, Taylor Jean","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","1.00","0.00","30","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","NURS-1011-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0617","UG","NURS-2003-201","NURS","2003","201","2","INT, T1","WKNUR, LEVEL","","*","Health Assessment","Becknell, Bethany Ann","Ritter, Katherine J","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","0","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","NURS-2003-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0618","UG","NURS-2003C-201","NURS","2003C","201","2","CLINC, T1, INT","LEVEL, WKNUR","","*","Health Assesment Clinical","Becknell, Bethany Ann","Scott, Beth Angela","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-2003C-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0723","UG","NURS-2003C-203","NURS","2003C","203","2","CLINC, T1, INT","LEVEL, WKNUR","","*","Health Assesment Clinical","Becknell, Bethany Ann","Ritter, Katherine J","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-2003C-203","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0854","UG","NURS-2003C-205","NURS","2003C","205","2","CLINC, INT, T1","LEVEL, WKNUR","","*","Health Assesment Clinical","Becknell, Bethany Ann","Scott, Beth Angela","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-2003C-205","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0876","UG","NURS-2003C-207","NURS","2003C","207","2","CLINC, T1","LEVEL, WKNUR","","*","Health Assesment Clinical","Becknell, Bethany Ann","Ritter, Katherine J","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-2003C-207","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0748","UG","NURS-2033-201","NURS","2033","201","2","INT, T1","LEVEL, WKNUR","","*","Patho and Pharm I","Becknell, Bethany Ann","Dahlby, Elizabeth Ruth","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","45","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","NURS-2033-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0619","UG","NURS-3013-201","NURS","3013","201","3","INT, T1","LEVEL, WKNUR","","*","Pathophysiology and Pharm. II","Becknell, Bethany Ann","Heald, Sarah R","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","45","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","NURS-3013-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0623","UG","NURS-3015C-203","NURS","3015C","203","3","CLINC, T1, INT","LEVEL, WKNUR","","*","Adult Nursing I Clinical","Becknell, Bethany Ann","Seymour, Madison B","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-3015C-203","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0624","UG","NURS-3015C-211","NURS","3015C","211","3","CLINC, T1, INT","LEVEL, WKNUR","","*","Adult Nursing I Clinical","Becknell, Bethany Ann","Brown, Julia M","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-3015C-211","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0625","UG","NURS-3015C-205","NURS","3015C","205","3","CLINC, T1, INT","LEVEL, WKNUR","","*","Adult Nursing I Clinical","Becknell, Bethany Ann","Rimes, Margaret","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","CLIN","","","","","","","","","0.00","NURS-3015C-205","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0626","UG","PSYC-1113-201","PSYC","1113","201","1","INT, T1","LEVEL, WKNUR, PARAPROF","","*","General Psychology I","Becknell, Bethany Ann","Peyton, Somare","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","PSYC-1113-201","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0862","UG","PSYC-1113-203","PSYC","1113","203","1","INT, GENED, T1","LEVEL, WKNUR, PARAPROF","","*","General Psychology I","Becknell, Bethany Ann","Peyton, Somare","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","BASS","EBASS","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","PSYC-1113-203","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","1077","UG","SDEV-0000-202","SDEV","0000","202","0, 1, 2","INT, T2, NP","WKNUR, LEVEL","","*","Orientation for Work-Based","Becknell, Bethany Ann","","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","0.00","0.00","0","0","","INTD","LLC","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","SDEV-0000-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","0678","UG","BIBL-1213-202","BIBL","1213","202","1","NP, GENED, T2","LEVEL, PARAPROF, WKNUR","","*","Life of Christ: Matthew","Becknell, Bethany Ann","Latorre, Mel","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","3.00","0.00","40","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIBL-1213-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","0724","UG","BIBL-4813-202","BIBL","4813","202","4","INT, NP, GENED","LEVEL, PARAPROF, WKNUR","","*","Ss: Reading the Bible Respons","Becknell, Bethany Ann","Bass, Alden Lee","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","3.00","0.00","30","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIBL-4813-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","0914","UG","BIBL-4813-204","BIBL","4813","204","4","STND, NP, T2, INT","LEVEL, WKNUR, PARAPROF","","*","Ss: Reading the Bible Respons","Becknell, Bethany Ann","","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","3.00","0.00","30","0","","BIBLE","BIBLE","HBIBL (College of Humanities and Bible)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIBL-4813-204","**CLASSMERGE:BIBL-4813-71","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
"2023SP","0863","UG","BIOL-1013-203","BIOL","1013","203","1","INT, GENED, COREU, T1","LEVEL, UONLN","","*","Principles of Biology I","Becknell, Bethany Ann","Jones, Ryan Garrett","2023-01-09","2023-01-09","2023-03-03","2023-03-03","","","","8","3.00","0.00","25","0","","BIOS","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","BIOL-1013-203","","","2022","3","N","N","","","2023-01-09","2023-03-03","","","",""
"2023SP","0725","UG","CHEM-1104-202","CHEM","1104","202","1","INT, GENED, COREU, T2","LEVEL, WKNUR, PARAPROF, UONLN","","*","Intro to Chemistry","Becknell, Bethany Ann","Ashley, Rachel Erin","2023-03-06","2023-03-06","2023-05-05","2023-05-05","","","","9","4.00","0.00","30","0","","PHYSC","NHSCI","PROF (College Professional Studies)","Becknell","Bethany","WEB","","","","","","","","","0.00","CHEM-1104-202","","","2022","3","N","N","","","2023-03-06","2023-05-05","","","",""
